data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-01-19T20:05:16,16-19,2469,0,2469,1.06,0.0,2021-01-20T06:18:02
2021-01-19T20:05:16,20-29,130574,570,131144,21.21,0.09,2021-01-20T06:18:02
2021-01-19T20:05:16,30-39,186915,1088,188003,26.88,0.16,2021-01-20T06:18:02
2021-01-19T20:05:16,40-49,239224,1460,240684,26.46,0.16,2021-01-20T06:18:02
2021-01-19T20:05:16,50-59,317662,2130,319792,33.43,0.22,2021-01-20T06:18:02
2021-01-19T20:05:16,60-69,189588,1403,190991,25.53,0.19,2021-01-20T06:18:02
2021-01-19T20:05:16,70-79,40392,106,40498,6.72,0.02,2021-01-20T06:18:02
2021-01-19T20:05:16,80-89,56677,71,56748,15.54,0.02,2021-01-20T06:18:02
2021-01-19T20:05:16,90+,40363,53,40416,50.8,0.07,2021-01-20T06:18:02
2021-01-19T20:05:16,16+,1203864,6881,1210745,23.22,0.13,2021-01-20T06:18:02
