data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-26T05:01:19,16-19,6544,2936,9480,2.82,1.26,2021-03-26T07:20:02
2021-03-26T05:01:19,20-29,381536,225991,607527,61.97,36.7,2021-03-26T07:20:02
2021-03-26T05:01:19,30-39,576467,303632,880099,82.91,43.67,2021-03-26T07:20:02
2021-03-26T05:01:19,40-49,810872,373287,1184159,89.7,41.29,2021-03-26T07:20:02
2021-03-26T05:01:19,50-59,1041965,486732,1528697,109.67,51.23,2021-03-26T07:20:02
2021-03-26T05:01:19,60-69,633943,315539,949482,85.38,42.5,2021-03-26T07:20:02
2021-03-26T05:01:19,70-79,352227,96312,448539,58.64,16.03,2021-03-26T07:20:02
2021-03-26T05:01:19,80-89,1741212,757588,2498800,477.37,207.7,2021-03-26T07:20:02
2021-03-26T05:01:19,90+,432570,225732,658302,544.41,284.09,2021-03-26T07:20:02
2021-03-26T05:01:19,16+,5977336,2787749,8765085,115.29,53.77,2021-03-26T07:20:02
