data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-29T17:31:18,16-19,7530,3205,10735,3.24,1.38,2021-03-29T20:32:01
2021-03-29T17:31:18,20-29,402831,230662,633493,65.42,37.46,2021-03-29T20:32:01
2021-03-29T17:31:18,30-39,607196,309014,916210,87.33,44.45,2021-03-29T20:32:01
2021-03-29T17:31:18,40-49,854100,380156,1234256,94.48,42.05,2021-03-29T20:32:01
2021-03-29T17:31:18,50-59,1100485,495351,1595836,115.83,52.14,2021-03-29T20:32:01
2021-03-29T17:31:18,60-69,694128,322780,1016908,93.48,43.47,2021-03-29T20:32:01
2021-03-29T17:31:18,70-79,482816,101451,584267,80.38,16.89,2021-03-29T20:32:01
2021-03-29T17:31:18,80-89,1893882,895342,2789224,519.23,245.47,2021-03-29T20:32:01
2021-03-29T17:31:18,90+,459392,258972,718364,578.16,325.93,2021-03-29T20:32:01
2021-03-29T17:31:18,16+,6502360,2996933,9499293,125.41,57.8,2021-03-29T20:32:01
