data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-08T18:00:31,16-19,1534,1121,2655,0.66,0.48,2021-02-09T03:30:01
2021-02-08T18:00:31,20-29,149173,121874,271047,24.23,19.79,2021-02-09T03:30:01
2021-02-08T18:00:31,30-39,220051,185029,405080,31.65,26.61,2021-02-09T03:30:01
2021-02-08T18:00:31,40-49,275133,230746,505879,30.44,25.53,2021-02-09T03:30:01
2021-02-08T18:00:31,50-59,367596,311997,679593,38.69,32.84,2021-02-09T03:30:01
2021-02-08T18:00:31,60-69,227921,194713,422634,30.7,26.22,2021-02-09T03:30:01
2021-02-08T18:00:31,70-79,55676,39060,94736,9.27,6.5,2021-02-09T03:30:01
2021-02-08T18:00:31,80-89,86141,49531,135672,23.62,13.58,2021-02-09T03:30:01
2021-02-08T18:00:31,90+,63541,38168,101709,79.97,48.04,2021-02-09T03:30:01
2021-02-08T18:00:31,16+,1446766,1172239,2619005,27.9,22.61,2021-02-09T03:30:01
