data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-03T19:42:27,16-19,31299,10518,41817,13.48,4.53,2021-05-04T04:30:02
2021-05-03T19:42:27,20-29,585611,295113,880724,95.11,47.93,2021-05-04T04:30:02
2021-05-03T19:42:27,30-39,840724,394697,1235421,120.92,56.77,2021-05-04T04:30:02
2021-05-03T19:42:27,40-49,1237783,514539,1752322,136.93,56.92,2021-05-04T04:30:02
2021-05-03T19:42:27,50-59,1772080,710989,2483069,186.51,74.83,2021-05-04T04:30:02
2021-05-03T19:42:27,60-69,2578257,615819,3194076,347.23,82.94,2021-05-04T04:30:02
2021-05-03T19:42:27,70-79,3834555,632619,4467174,638.37,105.32,2021-05-04T04:30:02
2021-05-03T19:42:27,80-89,3177660,2543656,5721316,871.19,697.37,2021-05-04T04:30:02
2021-05-03T19:42:27,90+,712487,538902,1251389,896.69,678.23,2021-05-04T04:30:02
2021-05-03T19:42:27,16+,14770456,6256852,21027308,284.88,120.68,2021-05-04T04:30:02
