data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-05T17:31:22,16-19,10246,3701,13947,4.41,1.59,2021-04-06T02:12:02
2021-04-05T17:31:22,20-29,440978,238922,679900,71.62,38.8,2021-04-06T02:12:02
2021-04-05T17:31:22,30-39,657934,319001,976935,94.63,45.88,2021-04-06T02:12:02
2021-04-05T17:31:22,40-49,929925,393570,1323495,102.87,43.54,2021-04-06T02:12:02
2021-04-05T17:31:22,50-59,1208395,513928,1722323,127.18,54.09,2021-04-06T02:12:02
2021-04-05T17:31:22,60-69,829969,343289,1173258,111.78,46.23,2021-04-06T02:12:02
2021-04-05T17:31:22,70-79,857357,125102,982459,142.73,20.83,2021-04-06T02:12:02
2021-04-05T17:31:22,80-89,2282852,1210379,3493231,625.87,331.84,2021-04-06T02:12:02
2021-04-05T17:31:22,90+,521487,328027,849514,656.31,412.83,2021-04-06T02:12:02
2021-04-05T17:31:22,16+,7739143,3475919,11215062,149.27,67.04,2021-04-06T02:12:02
