data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-03T02:16:56,16-19,3103,1500,4603,1.34,0.65,2021-03-03T09:08:02
2021-03-03T02:16:56,20-29,261256,149768,411024,42.43,24.32,2021-03-03T09:08:02
2021-03-03T02:16:56,30-39,376909,220936,597845,54.21,31.78,2021-03-03T09:08:02
2021-03-03T02:16:56,40-49,502191,275685,777876,55.55,30.5,2021-03-03T09:08:02
2021-03-03T02:16:56,50-59,624817,368911,993728,65.76,38.83,2021-03-03T09:08:02
2021-03-03T02:16:56,60-69,352623,230435,583058,47.49,31.03,2021-03-03T09:08:02
2021-03-03T02:16:56,70-79,97025,55404,152429,16.15,9.22,2021-03-03T09:08:02
2021-03-03T02:16:56,80-89,699530,87740,787270,191.78,24.05,2021-03-03T09:08:02
2021-03-03T02:16:56,90+,207645,61779,269424,261.33,77.75,2021-03-03T09:08:02
2021-03-03T02:16:56,16+,3125099,1452158,4577257,60.28,28.01,2021-03-03T09:08:02
