data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-20T15:08:05,16-19,61112,21503,82615,26.32,9.26,2021-05-20T21:10:02
2021-05-20T15:08:05,20-29,760228,387223,1147451,123.47,62.89,2021-05-20T21:10:02
2021-05-20T15:08:05,30-39,1036166,540645,1576811,149.03,77.76,2021-05-20T21:10:02
2021-05-20T15:08:05,40-49,1628380,776187,2404567,180.13,85.86,2021-05-20T21:10:02
2021-05-20T15:08:05,50-59,3101309,1093490,4194799,326.41,115.09,2021-05-20T21:10:02
2021-05-20T15:08:05,60-69,4636343,1145578,5781921,624.41,154.28,2021-05-20T21:10:02
2021-05-20T15:08:05,70-79,4734425,1482115,6216540,788.17,246.74,2021-05-20T21:10:02
2021-05-20T15:08:05,80-89,3294436,2943769,6238205,903.21,807.07,2021-05-20T21:10:02
2021-05-20T15:08:05,90+,752021,640407,1392428,946.45,805.98,2021-05-20T21:10:02
2021-05-20T15:08:05,16+,20004420,9030917,29035337,385.83,174.18,2021-05-20T21:10:02
